area_id,state_ut,city_town,rank_in_city,area_name,area_basis,price_low_psf,price_high_psf,bear_cagr_pct,base_cagr_pct,bull_cagr_pct,water_score,water_risk_label,development_score,liquidity_score,developer_score,overall_score,confidence_grade,source_type,source_reliability,verification_status,source_url,live_developments,in_progress_developments,planned_developments,investment_thesis,risk_1,risk_2,risk_3,last_refreshed_at
HAR_GURU_03,Haryana,Gurugram,3,Gurugram Industrial estate belt,SEED - replace/refresh with discovered candidates,2900,4959,5.199999999999999,8.2,11.7,60,Moderate,63,61,37,54,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_04,Haryana,Gurugram,4,Gurugram New township zone,SEED - replace/refresh with discovered candidates,2246,4110,5.9,8.9,12.4,63,Moderate,41,35,85,54,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_05,Haryana,Gurugram,5,Gurugram University/education cluster,SEED - replace/refresh with discovered candidates,8794,11871,7.699999999999999,10.7,14.2,42,High,46,93,74,61,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_06,Haryana,Gurugram,6,Gurugram Logistics corridor,SEED - replace/refresh with discovered candidates,8969,13184,8.1,11.1,14.6,37,High,80,54,60,58,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_07,Haryana,Gurugram,7,Gurugram Metro/proposed transit node,SEED - replace/refresh with discovered candidates,4118,6547,2.5999999999999996,5.6,9.1,52,Moderate,41,91,65,54,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_08,Haryana,Gurugram,8,Gurugram Highway growth belt,SEED - replace/refresh with discovered candidates,3993,6828,8.8,11.8,15.3,50,Moderate,51,41,82,58,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_09,Haryana,Gurugram,9,Gurugram Emerging residential extension,SEED - replace/refresh with discovered candidates,1971,3606,9.1,12.1,15.6,76,Lower,42,48,50,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_GURU_10,Haryana,Gurugram,10,Gurugram Peripheral village cluster,SEED - replace/refresh with discovered candidates,5480,7398,9.6,12.6,16.1,87,Lower,93,81,73,82,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Gurugram Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_FARI_01,Haryana,Faridabad,1,Faridabad Airport corridor,SEED - replace/refresh with discovered candidates,7938,11668,8.4,11.4,14.9,75,Lower,74,83,94,77,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Faridabad Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
HAR_FARI_02,Haryana,Faridabad,2,Faridabad Outer ring road fringe,SEED - replace/refresh with discovered candidates,7779,12368,10.2,13.2,16.7,50,Moderate,61,64,46,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Faridabad Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
